education_id,education_level,field_of_study,university_ranking,region_of_study,gpa
21229,'Bachelor''s',Engineering,Low,Australia,3.08
21230,PhD,Engineering,High,EU,3.08
21231,'Bachelor''s',Engineering,Medium,EU,3.96
21232,'Bachelor''s',IT,Medium,Canada,2.07
21233,Diploma,Health,Medium,Canada,3.13
21234,'Master''s',Arts,High,Australia,3.88
21235,'Master''s',Engineering,Medium,UK,2.93
21236,'Master''s',IT,Low,EU,2.51
21237,'Bachelor''s',Social Sciences,High,EU,2.57
21238,PhD,IT,Medium,EU,3.64
21239,'Bachelor''s',Business,Medium,Canada,3.24
21240,PhD,Social Sciences,High,Australia,3.65
21241,'Bachelor''s',Health,High,Canada,2.65
21242,'Bachelor''s',Social Sciences,High,UK,2.52
21243,'Bachelor''s',Business,High,UK,2.5
21244,PhD,Business,Medium,UK,2.87
21245,'Master''s',Social Sciences,Low,EU,3.17
21246,PhD,Arts,Medium,Canada,3.69
21247,PhD,Social Sciences,Medium,Australia,3.01
21248,'Master''s',Arts,Medium,Canada,2.58
21249,Diploma,IT,High,UK,3.36
21250,'Bachelor''s',IT,High,EU,3.62
21251,PhD,Health,Medium,EU,3.82
21252,'Master''s',Social Sciences,High,Australia,2.16
21253,PhD,Engineering,Medium,Canada,2.72
21254,'Bachelor''s',Engineering,Medium,Australia,2.32
21255,Diploma,Arts,Medium,Canada,3.36
21256,PhD,IT,Low,EU,3.56
21257,PhD,Engineering,Medium,Australia,3.18
21258,PhD,Business,High,UK,3.59
21259,'Master''s',Arts,Low,Canada,2.52
21260,Diploma,Social Sciences,Low,EU,2.57
21261,'Master''s',Social Sciences,High,Australia,3.7
21262,Diploma,Business,Medium,EU,3.96
21263,'Master''s',Engineering,High,EU,3.37
21264,'Master''s',Social Sciences,Low,UK,2.66
21265,'Bachelor''s',Health,High,Canada,3.72
21266,PhD,IT,High,Canada,3.07
21267,PhD,Business,Medium,Australia,3.04
21268,'Bachelor''s',Health,Low,EU,2.63
21269,'Master''s',Business,High,UK,2.34
21270,PhD,Arts,Medium,UK,3.49
21271,'Master''s',Social Sciences,Medium,Canada,2.41
21272,'Bachelor''s',Health,Medium,UK,3.91
21273,PhD,Arts,High,Australia,3.13
21274,PhD,Health,High,EU,3.54
21275,'Master''s',IT,Low,UK,2.85
21276,Diploma,IT,Medium,UK,2.82
21277,'Bachelor''s',Arts,Medium,Australia,2.5
21278,'Bachelor''s',Social Sciences,High,EU,2.77
21279,'Master''s',Social Sciences,High,EU,2.44
21280,Diploma,Business,High,UK,2.95
21281,PhD,Social Sciences,High,EU,3.6
21282,Diploma,Business,Medium,Australia,3.88
21283,'Bachelor''s',Health,Low,EU,3.26
21284,PhD,Health,Low,Australia,3.44
21285,Diploma,Engineering,High,Canada,3.58
21286,'Bachelor''s',Health,Low,Australia,3.39
21287,'Master''s',Engineering,High,UK,3.12
21288,PhD,IT,Medium,UK,3.14
21289,'Bachelor''s',Business,High,Canada,3.58
21290,PhD,Social Sciences,High,EU,2.98
21291,'Master''s',Business,Low,UK,2.94
21292,'Master''s',Business,High,Canada,2.02
21293,'Bachelor''s',Social Sciences,High,UK,3.02
21294,'Bachelor''s',Social Sciences,High,Australia,3.32
21295,'Master''s',Business,Medium,Canada,2.74
21296,'Master''s',Business,High,UK,3.65
21297,PhD,Engineering,Low,EU,2.89
21298,PhD,Arts,High,Australia,2.8
21299,'Bachelor''s',Business,High,Canada,3.97
21300,PhD,Business,Medium,EU,2.98
21301,'Bachelor''s',IT,High,UK,2.67
21302,PhD,Business,High,Australia,3.22
21303,Diploma,IT,Medium,EU,3.19
21304,'Bachelor''s',Engineering,Medium,Australia,2.45
21305,'Master''s',IT,Low,Australia,3.48
21306,PhD,Arts,High,UK,3.97
21307,'Bachelor''s',IT,Medium,Australia,2.97
21308,Diploma,Business,High,UK,3.83
21309,'Bachelor''s',Engineering,Low,Canada,3.47
21310,'Master''s',Social Sciences,High,Australia,3.08
21311,'Bachelor''s',Social Sciences,High,UK,3.92
21312,PhD,Social Sciences,Medium,Australia,2.56
21313,'Bachelor''s',Business,High,EU,3.56
21314,'Bachelor''s',Social Sciences,High,Canada,3.32
21315,'Master''s',Health,High,UK,3.7
21316,PhD,Social Sciences,Medium,UK,1.86
21317,Diploma,Arts,Medium,EU,2.45
21318,PhD,Engineering,Medium,UK,2.74
21319,'Bachelor''s',Social Sciences,High,Canada,3.06
21320,Diploma,Business,High,Australia,3.79
21321,'Bachelor''s',IT,High,Australia,3.65
21322,'Bachelor''s',Social Sciences,High,EU,3.24
21323,Diploma,IT,Medium,Canada,2.99
21324,Diploma,Arts,High,Canada,3.05
21325,'Bachelor''s',Health,High,Australia,3.02
21326,PhD,IT,Low,EU,3.84
21327,'Bachelor''s',Arts,High,Canada,2.83
21328,'Master''s',Business,Low,UK,3.61
21329,'Bachelor''s',Arts,High,Australia,3.82
21330,'Bachelor''s',Arts,High,Australia,2.45
21331,'Master''s',Engineering,Low,Canada,2.86
21332,Diploma,Health,Medium,UK,3.32
21333,'Master''s',Health,Medium,EU,3.78
21334,'Master''s',Social Sciences,Medium,Canada,2.87
21335,PhD,Health,Medium,EU,2.67
21336,'Master''s',Arts,Low,EU,2.78
21337,PhD,Health,High,EU,3.15
21338,'Master''s',Business,Low,Canada,3.01
21339,PhD,IT,Low,EU,3.09
21340,'Bachelor''s',Social Sciences,Low,Canada,3.18
21341,'Bachelor''s',IT,Low,UK,3.41
21342,'Master''s',Business,Low,Canada,2.9
21343,'Bachelor''s',Engineering,Medium,Canada,2.42
21344,Diploma,Arts,Medium,UK,3.06
21345,'Master''s',Social Sciences,Medium,EU,3.8
21346,'Master''s',Business,Medium,Canada,3.66
21347,'Master''s',Arts,Medium,Canada,2.33
21348,PhD,Arts,Medium,UK,2.94
21349,Diploma,Engineering,Medium,EU,2.98
21350,'Master''s',Engineering,Medium,Australia,2.95
21351,'Bachelor''s',Arts,High,Canada,3.94
21352,Diploma,Health,High,Australia,3.37
21353,'Master''s',IT,Medium,EU,2.86
21354,PhD,Social Sciences,Low,UK,3.06
21355,'Bachelor''s',Engineering,Low,Australia,3.9
21356,PhD,Social Sciences,Low,UK,3.38
21357,'Bachelor''s',IT,Medium,Canada,3.96
21358,'Bachelor''s',Social Sciences,Low,Australia,3.79
21359,PhD,IT,High,Canada,3.09
21360,PhD,Arts,High,UK,2.95
21361,PhD,Engineering,Low,Australia,2.48
21362,PhD,Arts,High,EU,3.52
21363,'Master''s',Arts,Low,UK,2.8
21364,PhD,Arts,High,Canada,3.26
21365,PhD,Health,Medium,Australia,3.61
21366,Diploma,Arts,High,Australia,2.98
21367,'Bachelor''s',Health,Low,EU,3.14
21368,'Master''s',Health,High,UK,2.52
21369,'Bachelor''s',Business,High,EU,2.15
21370,PhD,Social Sciences,Medium,EU,3.59
21371,Diploma,Health,Low,Canada,2.81
21372,Diploma,Social Sciences,High,EU,3.69
21373,'Master''s',Arts,High,EU,2.82
21374,'Bachelor''s',Social Sciences,Medium,Canada,2.74
21375,'Bachelor''s',Arts,High,Canada,3.64
21376,PhD,Engineering,High,UK,2.57
21377,'Master''s',Engineering,Medium,EU,3.65
21378,'Bachelor''s',Health,Low,Australia,3.62
21379,PhD,Health,Medium,EU,3.62
21380,Diploma,Social Sciences,Low,Canada,3.89
21381,PhD,Health,Medium,Australia,3.8
21382,PhD,Health,Medium,UK,3.05
21383,'Bachelor''s',IT,High,UK,3.41
21384,PhD,IT,Medium,Australia,2.46
21385,PhD,Social Sciences,Low,Australia,3.08
21386,'Master''s',Arts,High,UK,2.82
21387,PhD,Social Sciences,High,EU,3.13
21388,PhD,Social Sciences,High,UK,3.09
21389,'Bachelor''s',Health,Low,EU,3.18
21390,'Bachelor''s',Health,Low,EU,3.16
21391,'Bachelor''s',Arts,Medium,EU,2.3
21392,PhD,Social Sciences,Low,UK,3.69
21393,'Bachelor''s',Engineering,Low,EU,2.7
21394,'Master''s',Business,High,UK,2.38
21395,Diploma,Arts,Medium,Canada,3.3
21396,'Master''s',Health,Low,Canada,3.42
21397,'Master''s',Business,Low,Australia,3.11
21398,'Bachelor''s',Health,Low,UK,3.39
21399,PhD,Business,High,Canada,2.51
21400,Diploma,Arts,Medium,Australia,2.49
21401,PhD,Social Sciences,Medium,Canada,3.33
21402,'Bachelor''s',Engineering,Low,EU,3.23
21403,'Bachelor''s',Arts,Medium,Canada,3.57
21404,PhD,Social Sciences,Medium,UK,3.2
21405,'Bachelor''s',Health,High,UK,3.96
21406,'Master''s',Health,High,UK,2.62
21407,'Bachelor''s',IT,Medium,Canada,3.61
21408,'Bachelor''s',Health,Medium,Canada,3.12
21409,Diploma,Social Sciences,Medium,EU,3.27
21410,PhD,Health,High,Canada,3.01
21411,'Bachelor''s',Social Sciences,Low,Australia,2.98
21412,PhD,Engineering,Medium,Canada,3.17
21413,'Master''s',Engineering,Medium,Australia,2.8
21414,'Master''s',Business,Low,UK,3.42
21415,PhD,Social Sciences,Low,UK,3.41
21416,'Master''s',IT,Low,Australia,3.08
21417,PhD,Engineering,High,Australia,3.16
21418,Diploma,Engineering,High,UK,2.8
21419,PhD,Social Sciences,High,Australia,2.38
21420,PhD,Business,High,Australia,2.44
21421,'Bachelor''s',IT,Low,EU,2.84
21422,'Master''s',IT,Low,UK,2.78
21423,'Bachelor''s',Arts,Low,Canada,2.77
21424,PhD,Business,Medium,UK,3.21
21425,Diploma,Business,High,UK,2.3
21426,Diploma,Health,High,EU,3.35
21427,'Bachelor''s',IT,Low,Canada,2.71
21428,PhD,Health,Medium,EU,3.73
21429,'Bachelor''s',Social Sciences,Low,EU,3.43
21430,'Bachelor''s',Engineering,Medium,EU,3.33
21431,PhD,Engineering,Low,UK,3.49
21432,'Bachelor''s',IT,High,Australia,3.5
21433,'Master''s',Business,High,UK,2.14
21434,PhD,Social Sciences,Medium,UK,3.1
21435,'Master''s',Arts,High,UK,3.69
21436,PhD,Engineering,Medium,UK,2.91
21437,Diploma,Engineering,Medium,Canada,3.49
21438,'Bachelor''s',Arts,Medium,EU,3.37
21439,PhD,Business,Medium,UK,3.01
21440,'Bachelor''s',Business,High,Canada,3.33
21441,PhD,Engineering,Medium,Australia,2.52
21442,'Master''s',Arts,Low,EU,2.7
21443,PhD,Health,Medium,UK,2.93
21444,Diploma,Engineering,Medium,Canada,3.05
21445,Diploma,IT,Medium,UK,3.76
21446,'Bachelor''s',Health,Medium,UK,3.21
21447,'Bachelor''s',Engineering,Medium,Australia,3.46
21448,'Master''s',Arts,Medium,Canada,2.46
21449,'Master''s',Business,Medium,UK,3.44
21450,'Master''s',Social Sciences,Low,UK,3.34
21451,'Bachelor''s',Social Sciences,High,UK,3.58
21452,PhD,Health,Medium,UK,3.23
21453,'Bachelor''s',Social Sciences,High,UK,2.55
21454,Diploma,Social Sciences,Medium,UK,3.45
21455,'Master''s',Social Sciences,High,UK,2.53
21456,'Master''s',Engineering,Medium,Canada,3.07
21457,'Bachelor''s',Health,High,Australia,2.51
21458,'Master''s',Health,Medium,Australia,3.6
21459,PhD,IT,Low,EU,2.96
21460,'Master''s',Arts,High,UK,2.61
21461,PhD,Business,Medium,Australia,3.6
21462,Diploma,Health,Medium,Australia,2.93
21463,'Master''s',IT,Low,Australia,3.39
21464,'Master''s',Engineering,Low,Canada,3.4
21465,'Bachelor''s',Engineering,Low,Australia,3.0
21466,PhD,Social Sciences,Medium,Australia,3.52
21467,Diploma,Social Sciences,Low,Australia,3.35
21468,'Bachelor''s',Business,High,Canada,3.52
21469,Diploma,Arts,High,EU,2.89
21470,'Bachelor''s',Business,Medium,EU,2.38
21471,Diploma,Health,Medium,EU,4.0
21472,Diploma,Health,Low,Australia,3.31
21473,'Bachelor''s',Social Sciences,High,UK,3.45
21474,'Bachelor''s',IT,High,Australia,3.91
21475,PhD,IT,Low,UK,2.83
21476,'Bachelor''s',Arts,Medium,Australia,2.95
21477,'Master''s',IT,Medium,Australia,3.3
21478,PhD,IT,High,EU,3.2
21479,'Bachelor''s',Business,Medium,EU,2.1
21480,'Bachelor''s',Business,Low,Canada,2.79
21481,'Master''s',Health,Medium,Australia,2.43
21482,'Bachelor''s',Health,Low,UK,2.62
21483,PhD,Arts,High,EU,3.31
21484,'Bachelor''s',Social Sciences,Low,EU,3.3
21485,'Master''s',Health,Medium,Canada,2.28
21486,PhD,Business,Medium,Canada,2.56
21487,'Master''s',Arts,High,Canada,3.34
21488,Diploma,Business,Low,EU,2.78
21489,'Bachelor''s',Social Sciences,High,Australia,3.59
21490,'Master''s',IT,Medium,UK,3.2
21491,'Bachelor''s',IT,Low,Australia,3.58
21492,'Bachelor''s',Health,Medium,EU,2.13
21493,'Master''s',Health,Medium,UK,3.6
21494,'Master''s',Social Sciences,Low,EU,3.05
21495,'Bachelor''s',Engineering,Low,Canada,3.94
21496,'Bachelor''s',Arts,Medium,UK,2.45
21497,Diploma,Engineering,Medium,Canada,3.19
21498,'Master''s',Social Sciences,High,Canada,3.04
21499,'Master''s',Social Sciences,High,Canada,2.74
21500,'Bachelor''s',Arts,Low,EU,3.23
21501,Diploma,Arts,High,Canada,3.34
21502,PhD,Business,High,EU,3.29
21503,'Master''s',Social Sciences,Medium,EU,2.61
21504,PhD,Engineering,Low,Canada,3.04
21505,'Master''s',Social Sciences,Low,Australia,3.36
21506,'Master''s',IT,Medium,Canada,3.25
21507,'Bachelor''s',IT,High,EU,3.45
21508,'Master''s',Engineering,Low,EU,3.34
21509,PhD,Arts,Medium,Canada,2.64
21510,'Master''s',Arts,Low,Australia,2.93
21511,Diploma,Engineering,Low,EU,3.74
21512,'Master''s',IT,High,Australia,3.05
21513,Diploma,IT,Low,Australia,2.99
21514,'Bachelor''s',Social Sciences,Medium,Canada,3.56
21515,'Master''s',Engineering,Low,Canada,3.11
21516,PhD,Business,High,EU,3.53
21517,'Bachelor''s',Arts,Low,Australia,3.65
21518,'Bachelor''s',Social Sciences,Medium,Canada,3.15
21519,'Bachelor''s',IT,Low,Canada,2.11
21520,Diploma,Business,Low,Canada,2.5
21521,'Bachelor''s',Business,Low,EU,3.44
21522,'Bachelor''s',Social Sciences,High,Australia,2.48
21523,'Bachelor''s',IT,Medium,Canada,2.41
21524,'Master''s',Health,High,Australia,2.69
21525,'Bachelor''s',Health,Medium,EU,3.57
21526,'Bachelor''s',Arts,High,Canada,2.26
21527,'Master''s',IT,Low,Canada,3.51
21528,'Bachelor''s',Social Sciences,High,Australia,3.13
21529,Diploma,Social Sciences,Low,UK,3.62
21530,Diploma,Health,High,EU,3.04
21531,'Master''s',IT,Medium,Australia,3.68
21532,'Bachelor''s',Business,High,Canada,2.59
21533,'Master''s',Health,High,UK,2.41
21534,'Master''s',Arts,High,EU,3.29
21535,PhD,Engineering,High,EU,2.77
21536,Diploma,Engineering,Low,EU,2.75
21537,'Bachelor''s',Engineering,Low,Australia,2.76
21538,'Bachelor''s',Social Sciences,Low,EU,3.27
21539,'Bachelor''s',Social Sciences,High,Canada,3.38
21540,PhD,Business,Medium,UK,2.38
21541,'Bachelor''s',IT,High,EU,3.85
21542,PhD,IT,Medium,EU,3.99
21543,'Master''s',Social Sciences,Medium,UK,3.8
21544,PhD,Social Sciences,High,UK,2.92
21545,'Bachelor''s',Business,High,Canada,3.6
21546,'Master''s',Arts,Medium,UK,3.48
21547,'Master''s',Arts,High,EU,2.67
21548,'Master''s',Social Sciences,Low,Canada,2.99
21549,'Master''s',Social Sciences,Low,EU,2.6
21550,'Bachelor''s',Social Sciences,High,Canada,3.57
21551,'Master''s',Business,Low,Australia,3.69
21552,Diploma,Business,High,EU,3.05
21553,'Bachelor''s',Engineering,High,EU,2.82
21554,'Bachelor''s',Health,Low,EU,2.7
21555,'Master''s',IT,Low,UK,3.52
21556,'Bachelor''s',Health,High,Canada,3.44
21557,'Bachelor''s',Social Sciences,Medium,EU,4.0
21558,'Bachelor''s',Health,Low,UK,3.0
21559,'Bachelor''s',Business,Low,EU,3.1
21560,Diploma,IT,Low,EU,2.79
21561,'Master''s',Social Sciences,High,UK,2.31
21562,'Master''s',Engineering,High,UK,2.7
21563,PhD,Engineering,Low,EU,2.7
21564,PhD,Health,Low,Australia,3.18
21565,'Master''s',IT,Low,UK,2.17
21566,'Master''s',IT,High,Canada,2.7
21567,Diploma,Social Sciences,Medium,EU,3.59
21568,PhD,Social Sciences,High,Australia,3.46
21569,PhD,Health,Medium,EU,3.87
21570,'Master''s',IT,High,Canada,2.74
21571,PhD,IT,Low,Australia,2.82
21572,Diploma,Engineering,Medium,Australia,3.12
21573,'Master''s',Health,Low,UK,2.79
21574,PhD,Social Sciences,High,Australia,2.91
21575,'Master''s',Health,Medium,EU,3.83
21576,Diploma,Business,High,EU,3.43
21577,PhD,Social Sciences,High,Canada,3.2
21578,'Bachelor''s',IT,High,Canada,3.7
21579,Diploma,IT,Low,Canada,2.91
21580,PhD,Engineering,Medium,EU,2.86
21581,'Bachelor''s',Engineering,Medium,EU,3.85
21582,'Master''s',Social Sciences,Low,Canada,2.92
21583,'Bachelor''s',Engineering,Medium,Canada,3.86
21584,'Master''s',Social Sciences,High,Australia,3.45
21585,Diploma,Business,Low,Australia,2.97
21586,'Bachelor''s',Engineering,Low,UK,2.91
21587,'Bachelor''s',Arts,Medium,Canada,2.13
21588,Diploma,Health,Medium,UK,2.67
21589,'Master''s',Business,Medium,EU,3.93
21590,'Master''s',Arts,Low,UK,3.13
21591,'Bachelor''s',Engineering,Medium,Canada,3.47
21592,'Master''s',Health,Low,Australia,3.58
21593,'Master''s',IT,Low,UK,3.13
21594,PhD,Health,Medium,UK,3.12
21595,'Bachelor''s',Engineering,High,Australia,3.45
21596,Diploma,Arts,Low,Canada,3.44
21597,'Master''s',Social Sciences,Low,Australia,2.68
21598,'Master''s',Business,High,EU,2.61
21599,'Bachelor''s',IT,High,Canada,3.77
21600,'Master''s',Engineering,Low,Canada,2.89
21601,'Bachelor''s',Engineering,High,EU,3.67
21602,'Master''s',Health,High,Canada,3.34
21603,Diploma,Health,Medium,UK,3.71
21604,'Bachelor''s',Health,High,Canada,3.12
21605,'Bachelor''s',Social Sciences,Medium,EU,2.5
21606,PhD,Social Sciences,Medium,EU,3.08
21607,PhD,Health,Low,Australia,3.63
21608,'Master''s',Engineering,High,Australia,2.72
21609,'Master''s',Health,Low,EU,2.9
21610,'Master''s',IT,Medium,Australia,2.34
21611,'Bachelor''s',Arts,High,Canada,3.03
21612,'Master''s',Social Sciences,Medium,UK,3.14
21613,'Master''s',Social Sciences,Medium,Canada,2.99
21614,'Bachelor''s',Social Sciences,High,Australia,2.69
21615,PhD,Health,High,UK,3.34
21616,'Master''s',Arts,High,UK,4.0
21617,Diploma,IT,Medium,EU,2.96
21618,PhD,Business,Medium,Canada,3.9
21619,Diploma,Arts,Medium,Australia,2.96
21620,PhD,Arts,Medium,UK,3.44
21621,'Master''s',Health,Medium,Australia,3.59
21622,Diploma,Engineering,High,UK,3.7
21623,'Master''s',Health,Low,Canada,2.76
21624,Diploma,Business,High,Australia,3.74
21625,PhD,IT,Low,Australia,2.7
21626,PhD,IT,High,EU,2.89
21627,PhD,Engineering,Medium,Australia,2.67
21628,'Bachelor''s',Health,Low,Canada,3.73
21629,PhD,Business,High,Australia,3.3
21630,Diploma,Business,High,Canada,3.02
21631,'Master''s',Engineering,High,EU,3.78
21632,'Master''s',Business,Low,Australia,2.85
21633,Diploma,IT,Low,Canada,3.98
21634,PhD,IT,Low,UK,3.25
21635,PhD,Social Sciences,Low,EU,3.5
21636,'Bachelor''s',Arts,High,Australia,2.48
21637,'Bachelor''s',Arts,High,UK,3.05
21638,PhD,Arts,Medium,UK,3.56
21639,'Master''s',Arts,Medium,UK,2.74
21640,PhD,Health,High,Australia,3.32
21641,'Master''s',Health,Low,UK,3.93
21642,'Bachelor''s',IT,Medium,EU,3.58
21643,'Bachelor''s',IT,High,Australia,3.64
21644,'Bachelor''s',Business,Low,EU,2.87
21645,'Master''s',Arts,Low,Canada,3.54
21646,Diploma,Health,Low,UK,3.24
21647,Diploma,Health,High,Canada,3.04
21648,'Bachelor''s',Arts,Medium,Canada,2.83
21649,'Master''s',Arts,Low,Canada,3.85
21650,'Bachelor''s',Social Sciences,High,Australia,2.36
21651,PhD,Arts,Medium,EU,3.35
21652,Diploma,Engineering,Medium,Australia,3.79
21653,Diploma,Health,Medium,Australia,2.54
21654,PhD,Social Sciences,High,Canada,2.07
21655,'Bachelor''s',Social Sciences,Low,Australia,3.19
21656,'Master''s',Arts,Medium,EU,3.4
21657,'Master''s',Engineering,High,EU,3.5
21658,'Master''s',IT,Low,Canada,3.19
21659,'Bachelor''s',Business,Low,Australia,3.2
21660,'Bachelor''s',Health,Medium,EU,3.9
21661,'Bachelor''s',Arts,Low,UK,2.81
21662,'Master''s',Engineering,High,UK,2.83
21663,'Master''s',IT,Medium,EU,2.94
21664,Diploma,Engineering,Medium,UK,2.89
21665,PhD,Social Sciences,Medium,Australia,3.0
21666,Diploma,Engineering,Medium,EU,3.16
21667,'Master''s',IT,High,Canada,2.25
21668,PhD,IT,High,Canada,3.82
21669,'Bachelor''s',Social Sciences,High,UK,3.08
21670,'Bachelor''s',IT,Low,EU,3.01
21671,PhD,Arts,Medium,UK,2.92
21672,PhD,Arts,Low,UK,3.06
21673,'Master''s',Arts,High,Australia,3.34
21674,Diploma,Arts,Low,EU,2.48
21675,'Master''s',Business,Medium,UK,3.94
21676,Diploma,IT,High,UK,3.35
21677,Diploma,IT,Low,UK,3.18
21678,PhD,Business,High,Canada,2.85
21679,'Master''s',Engineering,Low,Australia,3.74
21680,'Bachelor''s',Arts,Medium,UK,2.85
21681,Diploma,Arts,Medium,EU,3.57
21682,Diploma,IT,High,Australia,3.49
21683,Diploma,Social Sciences,High,EU,2.55
21684,'Master''s',Business,Low,Canada,3.88
21685,'Master''s',Engineering,Low,Australia,3.71
21686,Diploma,Social Sciences,High,Canada,2.57
21687,'Master''s',Social Sciences,High,EU,3.6
21688,Diploma,Health,Medium,Canada,2.54
21689,PhD,Health,Medium,Australia,2.73
21690,PhD,Business,Medium,Australia,3.68
21691,'Bachelor''s',Health,Low,EU,2.3
21692,Diploma,Social Sciences,High,Canada,2.96
21693,'Master''s',Health,Low,Canada,3.77
21694,PhD,Business,Medium,EU,2.86
21695,Diploma,Business,Low,UK,2.52
21696,Diploma,Health,High,EU,3.73
21697,PhD,Social Sciences,Medium,Australia,2.46
21698,PhD,Health,Medium,UK,1.99
21699,'Master''s',Arts,High,EU,2.61
21700,'Bachelor''s',Social Sciences,Low,EU,2.57
21701,PhD,IT,Low,EU,3.35
21702,Diploma,IT,High,Canada,3.07
21703,'Bachelor''s',Social Sciences,Medium,Canada,3.72
21704,'Bachelor''s',Arts,High,UK,2.43
21705,PhD,Arts,Low,Canada,3.18
21706,'Bachelor''s',Engineering,High,Australia,3.29
21707,'Bachelor''s',Arts,Medium,Australia,3.95
21708,PhD,Business,High,Canada,3.4
21709,'Master''s',Arts,High,UK,3.92
21710,'Bachelor''s',Engineering,Medium,EU,2.69
21711,'Master''s',Social Sciences,Medium,EU,3.71
21712,'Master''s',Social Sciences,High,Canada,3.31
21713,'Master''s',Arts,Low,Australia,3.37
21714,'Master''s',Social Sciences,Medium,Canada,3.77
21715,Diploma,Health,Medium,UK,3.43
21716,'Master''s',Health,High,Australia,2.93
21717,'Bachelor''s',IT,Medium,Australia,3.41
21718,'Bachelor''s',Arts,Medium,Canada,3.38
21719,'Master''s',Engineering,High,Australia,2.51
21720,'Master''s',Engineering,Medium,Australia,4.0
21721,'Bachelor''s',Health,Medium,Australia,3.73
21722,'Master''s',Social Sciences,Low,Canada,2.68
21723,PhD,Health,High,Australia,3.33
21724,Diploma,Business,Medium,UK,2.94
21725,'Bachelor''s',IT,Low,UK,1.74
21726,PhD,Social Sciences,Medium,Canada,2.92
21727,'Bachelor''s',Engineering,Medium,Canada,3.37
21728,'Master''s',Arts,Low,EU,3.18
21729,'Master''s',Health,High,Canada,3.99
21730,Diploma,IT,High,Australia,2.74
21731,Diploma,IT,High,Australia,3.0
21732,PhD,Health,Medium,Canada,3.6
21733,Diploma,IT,High,Australia,3.01
21734,'Master''s',IT,Low,EU,3.22
21735,'Master''s',Business,Medium,UK,3.16
21736,Diploma,Business,Low,EU,3.5
21737,Diploma,Arts,Medium,Australia,3.32
21738,PhD,Arts,High,EU,3.84
21739,'Master''s',Business,Low,UK,3.78
21740,'Bachelor''s',Arts,Low,EU,2.53
21741,PhD,Social Sciences,Medium,EU,3.49
21742,PhD,Business,High,EU,3.38
21743,'Bachelor''s',Health,Low,EU,2.61
21744,Diploma,Engineering,High,Canada,3.03
21745,PhD,IT,Medium,UK,2.82
21746,Diploma,Arts,Medium,UK,2.96
21747,'Master''s',IT,Low,Australia,3.73
21748,PhD,Business,Medium,EU,3.71
21749,PhD,Business,Medium,Australia,3.67
21750,'Bachelor''s',Social Sciences,High,Canada,2.56
21751,Diploma,Business,High,UK,3.02
21752,PhD,Engineering,High,Australia,3.78
21753,'Bachelor''s',IT,High,EU,2.89
21754,PhD,Health,Medium,UK,3.95
21755,'Bachelor''s',Arts,High,EU,3.65
21756,'Master''s',Social Sciences,Low,Canada,2.75
21757,PhD,IT,High,Australia,2.73
21758,Diploma,Health,Medium,EU,2.77
21759,'Bachelor''s',Social Sciences,Medium,Australia,2.5
21760,Diploma,Social Sciences,High,Australia,3.14
21761,PhD,Health,Medium,UK,3.96
21762,'Master''s',Business,Low,UK,2.55
21763,'Bachelor''s',Social Sciences,Medium,Australia,2.58
21764,Diploma,Health,Low,UK,2.35
21765,Diploma,Health,High,Canada,2.0
21766,'Master''s',Engineering,Medium,Australia,3.8
21767,'Master''s',Business,Medium,Canada,3.91
21768,'Master''s',IT,Medium,Canada,3.86
21769,PhD,Engineering,Medium,EU,2.55
21770,'Master''s',IT,Medium,UK,3.59
21771,'Bachelor''s',Business,Low,Canada,3.22
21772,'Master''s',Social Sciences,Low,UK,3.33
21773,'Bachelor''s',Social Sciences,High,EU,3.51
21774,'Master''s',Social Sciences,Low,EU,3.15
21775,'Master''s',Business,High,Australia,3.79
21776,'Bachelor''s',Social Sciences,Medium,Australia,2.93
21777,'Master''s',Engineering,Medium,Canada,2.18
21778,'Master''s',Engineering,Low,Canada,3.85
21779,PhD,Social Sciences,Low,EU,3.36
21780,PhD,IT,Medium,Canada,2.57
21781,Diploma,Health,Medium,Canada,2.77
21782,'Master''s',IT,Low,UK,3.69
21783,'Master''s',Engineering,High,UK,2.38
21784,'Master''s',Engineering,High,Australia,3.04
21785,'Bachelor''s',Engineering,Low,Canada,3.4
21786,PhD,IT,High,EU,3.12
21787,'Master''s',Social Sciences,Medium,UK,2.57
21788,Diploma,Arts,Medium,Australia,2.72
21789,'Bachelor''s',IT,High,Canada,2.45
21790,'Bachelor''s',Health,High,Canada,3.76
21791,'Master''s',Business,High,EU,3.37
21792,'Bachelor''s',Health,High,Canada,3.82
21793,PhD,Arts,Medium,Australia,2.81
21794,Diploma,Business,Low,EU,2.91
21795,'Bachelor''s',Social Sciences,Medium,EU,2.49
21796,PhD,IT,Medium,EU,3.43
21797,'Bachelor''s',IT,High,Canada,3.58
21798,Diploma,Arts,Low,Canada,3.12
21799,Diploma,Health,Medium,Australia,2.64
21800,Diploma,Business,Medium,Canada,2.95
21801,PhD,Health,Medium,UK,3.46
21802,'Master''s',Health,High,Canada,2.73
21803,Diploma,Health,Medium,Canada,2.92
21804,'Master''s',Business,Low,Canada,3.67
21805,'Master''s',Social Sciences,High,Australia,2.5
21806,'Master''s',IT,High,Australia,3.75
21807,'Bachelor''s',IT,Medium,Canada,2.63
21808,Diploma,Arts,Medium,Canada,3.5
21809,'Master''s',Business,Low,Canada,3.76
21810,'Master''s',IT,Low,EU,3.44
