time_id,graduation_date,years_since_graduation
2412,2011-03-30,15
2413,2023-02-21,3
2414,2010-02-28,16
2415,2017-09-24,9
2416,2021-11-30,5
2417,2011-07-01,15
2418,2013-10-30,13
2419,2013-09-02,13
2420,2014-03-13,12
2421,2020-10-25,6
2422,2023-05-11,3
2423,2017-06-11,9
2424,2020-05-28,6
2425,2010-01-07,16
2426,2017-02-22,9
2427,2014-08-05,12
2428,2019-08-11,7
2429,2022-11-28,4
2430,2022-09-04,4
2431,2020-01-12,6
2432,2014-12-28,12
2433,2016-11-27,10
2434,2012-04-19,14
2435,2023-10-31,3
2436,2014-09-18,12
2437,2024-07-21,2
2438,2021-11-06,5
2439,2024-02-20,2
2440,2020-03-25,6
2441,2022-07-09,4
2442,2013-09-07,13
2443,2025-08-03,1
2444,2011-06-18,15
2445,2023-11-18,3
2446,2023-10-21,3
2447,2025-07-17,1
2448,2009-04-26,17
2449,2014-10-18,12
2450,2026-03-22,0
2451,2026-05-25,0
2452,2022-09-11,4
2453,2019-06-28,7
2454,2015-06-29,11
2455,2016-03-10,10
2456,2022-08-17,4
2457,2020-02-25,6
2458,2021-04-16,5
2459,2024-11-16,2
2460,2020-07-09,6
2461,2023-08-28,3
2462,2013-01-16,13
2463,2025-09-14,1
2464,2026-03-30,0
2465,2019-04-03,7
2466,2024-02-09,2
2467,2011-08-11,15
2468,2016-09-29,10
2469,2010-02-23,16
2470,2016-02-08,10
2471,2025-05-27,1
2472,2010-07-13,16
2473,2022-06-21,4
2474,2019-08-25,7
2475,2023-09-16,3
2476,2014-12-06,12
2477,2026-03-17,0
2478,2014-05-17,12
2479,2012-11-19,14
2480,2023-10-25,3
2481,2018-07-21,8
2482,2022-11-27,4
2483,2022-01-01,4
2484,2009-11-04,17
2485,2020-04-20,6
2486,2012-02-19,14
2487,2012-12-23,14
2488,2015-06-28,11
2489,2019-11-07,7
2490,2014-03-09,12
2491,2026-01-29,0
2492,2013-08-30,13
2493,2013-03-30,13
2494,2014-01-31,12
2495,2015-07-28,11
2496,2019-01-29,7
2497,2017-05-22,9
2498,2017-09-30,9
2499,2025-12-16,1
2500,2012-09-25,14
2501,2016-12-23,10
2502,2014-07-25,12
2503,2026-05-10,0
2504,2013-05-05,13
2505,2020-08-31,6
2506,2023-09-18,3
2507,2019-03-02,7
2508,2013-05-17,13
2509,2026-10-04,0
2510,2020-05-30,6
2511,2018-01-18,8
2512,2020-02-10,6
2513,2026-08-15,0
2514,2013-01-30,13
2515,2015-03-28,11
2516,2013-08-04,13
2517,2021-09-11,5
2518,2021-03-31,5
2519,2010-11-21,16
2520,2008-03-23,18
2521,2016-05-04,10
2522,2015-04-27,11
2523,2024-11-17,2
2524,2022-12-12,4
2525,2024-09-20,2
2526,2021-04-05,5
2527,2023-03-16,3
2528,2026-04-28,0
2529,2020-08-14,6
2530,2016-06-18,10
2531,2023-12-19,3
2532,2011-11-30,15
2533,2020-10-09,6
2534,2022-11-20,4
2535,2020-03-06,6
2536,2018-08-25,8
2537,2022-06-26,4
2538,2019-01-11,7
2539,2011-07-08,15
2540,2008-02-19,18
2541,2018-03-27,8
2542,2013-07-19,13
2543,2008-08-15,18
2544,2026-06-12,0
2545,2019-12-21,7
2546,2011-07-04,15
2547,2026-06-14,0
2548,2013-09-17,13
2549,2019-03-30,7
2550,2024-12-21,2
2551,2009-09-17,17
2552,2023-07-01,3
2553,2020-06-03,6
2554,2016-09-11,10
2555,2023-02-05,3
2556,2024-07-15,2
2557,2023-03-03,3
2558,2026-04-07,0
2559,2016-01-06,10
2560,2023-07-18,3
2561,2025-10-29,1
2562,2026-01-01,0
2563,2020-03-21,6
2564,2026-12-25,0
2565,2014-11-20,12
2566,2016-12-17,10
2567,2025-05-15,1
2568,2016-03-23,10
2569,2025-10-16,1
2570,2026-12-07,0
2571,2016-03-07,10
2572,2010-06-03,16
2573,2017-11-13,9
2574,2021-05-23,5
2575,2011-04-07,15
2576,2020-03-27,6
2577,2013-07-01,13
2578,2019-08-22,7
2579,2025-03-06,1
2580,2019-09-02,7
2581,2024-06-02,2
2582,2025-01-10,1
2583,2011-10-03,15
2584,2018-05-29,8
2585,2010-08-21,16
2586,2013-01-06,13
2587,2019-10-03,7
2588,2022-01-14,4
2589,2024-01-28,2
2590,2018-01-07,8
2591,2026-03-18,0
2592,2022-10-19,4
2593,2017-02-21,9
2594,2011-07-15,15
2595,2021-07-27,5
2596,2009-05-16,17
2597,2016-11-05,10
2598,2010-12-12,16
2599,2026-03-12,0
2600,2017-10-06,9
2601,2021-02-08,5
2602,2012-09-08,14
2603,2016-12-16,10
2604,2024-04-17,2
2605,2016-12-31,10
2606,2021-07-10,5
2607,2025-03-26,1
2608,2019-02-19,7
2609,2014-01-17,12
2610,2008-05-10,18
2611,2010-10-01,16
2612,2020-11-25,6
2613,2018-11-25,8
2614,2023-02-11,3
2615,2017-01-10,9
2616,2018-10-18,8
2617,2018-01-11,8
2618,2025-01-29,1
2619,2017-05-09,9
2620,2022-02-27,4
2621,2013-02-05,13
2622,2016-05-13,10
2623,2013-01-11,13
2624,2018-08-20,8
2625,2009-05-07,17
2626,2017-09-15,9
2627,2016-06-15,10
2628,2026-05-06,0
2629,2011-11-26,15
2630,2012-06-23,14
2631,2022-08-28,4
2632,2013-04-27,13
2633,2021-12-16,5
2634,2016-05-10,10
2635,2010-01-27,16
2636,2021-01-29,5
2637,2013-06-28,13
2638,2022-08-11,4
2639,2026-02-15,0
2640,2017-12-29,9
2641,2010-04-05,16
2642,2015-06-18,11
2643,2009-08-22,17
2644,2026-11-15,0
2645,2021-04-04,5
2646,2011-09-11,15
2647,2011-08-05,15
2648,2024-11-29,2
2649,2011-06-19,15
2650,2024-07-18,2
2651,2022-06-23,4
2652,2009-05-14,17
2653,2012-03-14,14
2654,2023-03-09,3
2655,2017-12-15,9
2656,2016-11-20,10
2657,2024-06-13,2
2658,2014-08-20,12
2659,2012-03-19,14
2660,2013-12-21,13
2661,2024-10-22,2
2662,2022-05-24,4
2663,2017-05-07,9
2664,2015-12-15,11
2665,2011-10-28,15
2666,2024-11-24,2
2667,2024-10-18,2
2668,2019-11-16,7
2669,2019-04-13,7
2670,2009-02-12,17
2671,2022-01-26,4
2672,2011-04-29,15
2673,2023-01-01,3
2674,2026-12-08,0
2675,2019-01-01,7
2676,2023-08-17,3
2677,2009-11-23,17
2678,2018-01-20,8
2679,2016-10-27,10
2680,2009-01-06,17
2681,2021-08-02,5
2682,2015-09-28,11
2683,2017-11-30,9
2684,2014-11-06,12
2685,2020-02-08,6
2686,2019-08-31,7
2687,2025-02-15,1
2688,2020-05-23,6
2689,2015-10-26,11
2690,2013-09-13,13
2691,2010-01-10,16
2692,2013-01-20,13
2693,2016-10-28,10
2694,2022-01-25,4
2695,2013-02-11,13
2696,2015-07-19,11
2697,2010-01-04,16
2698,2020-07-20,6
2699,2008-10-06,18
2700,2014-09-17,12
2701,2020-04-17,6
2702,2025-08-28,1
2703,2025-04-18,1
2704,2026-04-21,0
2705,2013-10-20,13
2706,2018-07-26,8
2707,2011-09-10,15
2708,2024-06-01,2
2709,2013-12-28,13
2710,2021-07-07,5
2711,2012-06-15,14
2712,2015-09-17,11
2713,2019-06-08,7
2714,2025-11-02,1
2715,2009-03-11,17
2716,2010-03-10,16
2717,2021-12-10,5
2718,2019-06-24,7
2719,2013-08-15,13
2720,2016-05-23,10
2721,2013-02-01,13
2722,2024-03-24,2
2723,2022-01-21,4
2724,2025-05-13,1
2725,2024-08-17,2
2726,2019-10-29,7
2727,2011-06-06,15
2728,2014-09-20,12
2729,2015-12-24,11
2730,2010-09-01,16
2731,2012-04-16,14
2732,2023-11-28,3
2733,2018-05-02,8
2734,2014-07-07,12
2735,2023-03-18,3
2736,2025-12-23,1
2737,2021-12-27,5
2738,2012-02-03,14
2739,2025-04-26,1
2740,2021-08-04,5
2741,2011-06-23,15
2742,2017-05-14,9
2743,2021-11-26,5
2744,2024-08-14,2
2745,2022-11-08,4
2746,2013-07-29,13
2747,2025-03-18,1
2748,2024-03-14,2
2749,2013-06-11,13
2750,2011-05-07,15
2751,2024-02-27,2
2752,2025-03-17,1
2753,2020-09-19,6
2754,2016-07-30,10
2755,2016-07-06,10
2756,2013-03-28,13
2757,2014-10-15,12
2758,2025-05-31,1
2759,2016-07-28,10
2760,2020-10-26,6
2761,2009-09-01,17
2762,2011-03-03,15
2763,2022-06-28,4
2764,2018-02-09,8
2765,2011-03-02,15
2766,2015-09-16,11
2767,2011-12-11,15
2768,2019-12-06,7
2769,2023-06-19,3
2770,2014-07-31,12
2771,2024-05-14,2
2772,2016-11-08,10
2773,2020-01-31,6
2774,2019-07-01,7
2775,2014-07-17,12
2776,2019-09-04,7
2777,2018-11-01,8
2778,2013-02-03,13
2779,2010-01-13,16
2780,2021-06-04,5
2781,2025-05-07,1
2782,2018-05-12,8
2783,2021-11-18,5
2784,2023-05-01,3
2785,2021-08-16,5
2786,2013-12-25,13
2787,2025-07-04,1
2788,2021-03-24,5
2789,2015-02-05,11
2790,2015-05-07,11
2791,2017-01-04,9
2792,2013-09-29,13
2793,2023-11-10,3
2794,2023-08-21,3
2795,2009-12-21,17
2796,2023-02-14,3
2797,2013-11-11,13
2798,2015-02-09,11
2799,2017-02-05,9
2800,2011-06-15,15
2801,2016-02-02,10
2802,2015-03-06,11
2803,2017-07-29,9
2804,2025-04-22,1
2805,2023-03-30,3
2806,2018-07-06,8
2807,2025-04-01,1
2808,2021-01-04,5
2809,2021-02-26,5
2810,2019-08-20,7
2811,2026-02-18,0
2812,2023-03-05,3
2813,2017-06-03,9
2814,2021-08-09,5
2815,2019-10-16,7
2816,2025-12-30,1
2817,2026-04-13,0
2818,2018-11-09,8
2819,2011-12-24,15
2820,2025-10-02,1
2821,2017-12-16,9
2822,2024-09-22,2
2823,2024-12-03,2
2824,2022-12-19,4
2825,2010-02-10,16
2826,2017-10-08,9
2827,2020-11-23,6
2828,2021-02-27,5
2829,2013-05-13,13
2830,2016-12-19,10
2831,2024-08-25,2
2832,2026-08-03,0
2833,2012-09-06,14
2834,2020-10-13,6
2835,2022-08-21,4
2836,2010-09-19,16
2837,2026-11-28,0
2838,2019-11-12,7
2839,2014-05-15,12
2840,2024-09-28,2
2841,2025-07-11,1
2842,2017-02-11,9
2843,2025-04-28,1
2844,2020-01-30,6
2845,2023-04-29,3
2846,2016-03-16,10
2847,2021-03-01,5
2848,2012-02-24,14
2849,2022-12-30,4
2850,2026-07-27,0
2851,2010-03-20,16
2852,2011-09-07,15
2853,2015-11-14,11
2854,2019-06-27,7
2855,2010-10-19,16
2856,2025-10-27,1
2857,2016-10-08,10
2858,2016-08-01,10
2859,2014-03-26,12
2860,2011-02-12,15
2861,2014-02-01,12
2862,2024-10-14,2
2863,2024-01-08,2
2864,2014-07-10,12
2865,2020-10-18,6
2866,2025-08-05,1
2867,2017-06-12,9
2868,2026-12-16,0
2869,2021-02-10,5
2870,2016-01-24,10
2871,2011-11-13,15
2872,2025-07-27,1
2873,2026-11-12,0
2874,2020-10-16,6
2875,2014-02-27,12
2876,2014-11-05,12
2877,2026-12-29,0
2878,2018-10-14,8
2879,2014-11-11,12
2880,2018-04-19,8
2881,2021-01-28,5
2882,2020-11-29,6
2883,2009-07-03,17
2884,2018-09-19,8
2885,2014-03-24,12
2886,2016-07-18,10
2887,2011-05-03,15
2888,2014-05-08,12
2889,2024-08-04,2
2890,2023-10-27,3
2891,2024-03-31,2
2892,2025-10-09,1
2893,2019-08-12,7
2894,2015-05-19,11
2895,2020-08-07,6
2896,2014-10-06,12
2897,2021-12-26,5
2898,2018-01-09,8
2899,2018-06-18,8
2900,2009-05-18,17
2901,2021-04-30,5
2902,2018-05-30,8
2903,2024-04-26,2
2904,2022-03-30,4
2905,2017-04-02,9
2906,2022-12-06,4
2907,2015-09-27,11
2908,2026-04-09,0
2909,2023-04-22,3
2910,2022-12-05,4
2911,2017-07-18,9
2912,2019-01-31,7
2913,2025-04-12,1
2914,2018-02-24,8
2915,2016-04-21,10
2916,2015-03-01,11
2917,2026-08-14,0
2918,2025-10-31,1
2919,2013-08-24,13
2920,2017-09-02,9
2921,2019-10-28,7
2922,2013-02-13,13
2923,2019-05-31,7
2924,2021-09-03,5
2925,2026-03-24,0
2926,2025-02-11,1
2927,2009-11-10,17
2928,2016-10-03,10
2929,2014-10-21,12
2930,2024-08-19,2
2931,2016-04-15,10
2932,2019-07-08,7
2933,2018-10-12,8
2934,2021-01-10,5
2935,2023-05-15,3
2936,2018-11-30,8
2937,2022-08-09,4
2938,2013-08-11,13
2939,2016-01-16,10
2940,2013-09-06,13
2941,2013-02-09,13
2942,2023-11-20,3
2943,2017-12-28,9
2944,2020-02-12,6
2945,2025-07-13,1
2946,2020-08-28,6
2947,2022-05-06,4
2948,2022-09-08,4
2949,2024-05-20,2
2950,2013-02-28,13
2951,2024-02-24,2
2952,2026-09-24,0
2953,2026-05-17,0
2954,2011-12-08,15
2955,2017-08-06,9
2956,2010-05-10,16
2957,2018-07-22,8
2958,2012-11-29,14
2959,2019-09-05,7
2960,2015-02-27,11
2961,2010-05-22,16
2962,2020-03-01,6
2963,2021-08-01,5
2964,2022-10-29,4
2965,2020-08-12,6
2966,2018-07-31,8
2967,2021-07-23,5
2968,2026-09-16,0
2969,2012-11-30,14
2970,2009-03-16,17
2971,2015-01-03,11
2972,2014-12-23,12
2973,2022-02-19,4
2974,2015-10-21,11
2975,2023-09-28,3
2976,2014-05-14,12
2977,2026-03-29,0
2978,2011-03-24,15
2979,2016-10-29,10
2980,2009-02-28,17
2981,2024-11-11,2
2982,2014-03-14,12
2983,2013-06-14,13
2984,2013-03-15,13
2985,2009-09-29,17
2986,2012-05-12,14
2987,2020-10-23,6
2988,2016-01-20,10
2989,2016-06-30,10
2990,2015-05-13,11
2991,2025-07-31,1
2992,2026-08-24,0
2993,2013-02-07,13
2994,2009-05-13,17
2995,2022-05-26,4
2996,2025-05-28,1
2997,2026-04-22,0
2998,2022-02-22,4
2999,2015-02-13,11
3000,2019-10-05,7
3001,2011-05-18,15
3002,2016-05-31,10
3003,2022-05-03,4
3004,2021-06-27,5
3005,2017-02-24,9
3006,2025-12-19,1
3007,2022-08-27,4
3008,2021-01-31,5
3009,2024-12-25,2
3010,2026-12-27,0
3011,2015-02-12,11
3012,2023-07-17,3
3013,2026-06-25,0
3014,2019-12-29,7
3015,2023-08-27,3
3016,2024-05-31,2
3017,2026-12-05,0
3018,2012-02-22,14
3019,2008-01-22,18
3020,2022-01-19,4
3021,2022-04-21,4
3022,2020-02-17,6
3023,2022-05-17,4
3024,2017-02-12,9
3025,2010-07-15,16
3026,2016-04-24,10
3027,2015-10-05,11
3028,2017-12-25,9
3029,2026-06-11,0
3030,2014-01-15,12
3031,2018-03-11,8
3032,2011-03-25,15
3033,2017-09-23,9
3034,2023-05-31,3
3035,2022-08-01,4
3036,2012-02-01,14
3037,2025-12-18,1
3038,2020-06-25,6
3039,2021-09-30,5
3040,2014-02-15,12
3041,2023-11-14,3
3042,2020-02-03,6
3043,2011-08-28,15
3044,2018-08-19,8
3045,2014-02-03,12
3046,2025-02-16,1
3047,2017-04-08,9
3048,2024-03-12,2
3049,2023-11-12,3
3050,2015-04-18,11
3051,2017-07-21,9
3052,2010-01-20,16
3053,2023-02-22,3
3054,2009-04-19,17
3055,2009-03-12,17
3056,2014-06-23,12
3057,2012-07-31,14
3058,2026-06-03,0
3059,2022-03-10,4
3060,2009-06-07,17
3061,2020-07-01,6
3062,2014-12-26,12
3063,2022-04-06,4
3064,2018-08-14,8
3065,2018-03-05,8
3066,2012-09-17,14
3067,2016-01-10,10
3068,2017-08-07,9
3069,2025-03-22,1
3070,2025-08-01,1
3071,2016-05-08,10
3072,2016-10-20,10
3073,2019-12-01,7
3074,2024-11-25,2
3075,2012-03-10,14
3076,2023-12-18,3
3077,2011-04-03,15
3078,2008-06-29,18
3079,2019-05-28,7
3080,2013-06-16,13
3081,2015-08-19,11
3082,2015-10-31,11
3083,2026-01-30,0
3084,2024-08-26,2
3085,2020-08-25,6
3086,2017-01-24,9
3087,2024-12-11,2
3088,2016-03-28,10
3089,2019-11-19,7
3090,2015-06-07,11
3091,2016-06-05,10
3092,2009-03-28,17
3093,2021-09-22,5
3094,2025-04-13,1
3095,2022-03-13,4
3096,2019-09-23,7
3097,2015-03-19,11
3098,2014-08-08,12
3099,2016-04-06,10
3100,2024-07-09,2
3101,2024-01-06,2
3102,2017-11-24,9
3103,2012-11-21,14
3104,2023-01-12,3
3105,2020-10-30,6
3106,2014-07-26,12
3107,2017-06-08,9
3108,2020-07-14,6
3109,2020-02-18,6
3110,2024-08-09,2
3111,2012-09-02,14
3112,2022-07-23,4
3113,2015-10-25,11
3114,2019-05-20,7
3115,2025-12-10,1
3116,2016-08-26,10
3117,2017-02-10,9
3118,2023-10-28,3
3119,2019-11-26,7
3120,2009-12-23,17
3121,2022-04-20,4
3122,2017-11-26,9
3123,2016-12-28,10
3124,2025-07-12,1
3125,2013-11-25,13
3126,2010-02-13,16
3127,2013-03-16,13
3128,2021-02-06,5
3129,2016-04-08,10
3130,2020-06-17,6
3131,2019-06-17,7
3132,2020-07-15,6
3133,2009-02-05,17
3134,2011-02-26,15
3135,2021-01-01,5
3136,2012-04-23,14
3137,2022-10-11,4
3138,2020-12-12,6
3139,2023-05-22,3
3140,2012-07-19,14
3141,2016-05-02,10
3142,2008-07-24,18
3143,2018-10-19,8
3144,2018-10-26,8
3145,2018-06-21,8
3146,2024-09-09,2
3147,2021-12-31,5
3148,2014-08-26,12
3149,2021-01-24,5
3150,2021-05-15,5
3151,2011-04-09,15
3152,2021-09-25,5
3153,2021-07-30,5
3154,2024-05-21,2
3155,2016-05-19,10
3156,2023-07-31,3
3157,2024-01-23,2
3158,2025-09-16,1
3159,2018-06-24,8
3160,2018-08-17,8
3161,2012-04-05,14
3162,2009-01-04,17
3163,2013-11-20,13
3164,2021-02-01,5
3165,2011-03-14,15
3166,2019-11-11,7
3167,2026-02-13,0
3168,2024-11-18,2
3169,2013-06-18,13
3170,2018-09-17,8
3171,2020-05-25,6
3172,2020-09-06,6
3173,2016-11-29,10
3174,2024-04-02,2
3175,2009-09-28,17
3176,2017-06-26,9
3177,2026-01-15,0
3178,2021-05-30,5
3179,2010-10-02,16
3180,2014-12-22,12
3181,2021-05-16,5
3182,2017-07-11,9
3183,2015-08-16,11
3184,2026-08-20,0
3185,2015-04-03,11
3186,2012-07-07,14
3187,2025-10-21,1
3188,2012-01-25,14
3189,2016-10-24,10
3190,2012-05-08,14
3191,2018-02-28,8
3192,2022-06-04,4
3193,2023-08-20,3
3194,2013-03-20,13
3195,2015-12-08,11
3196,2014-02-22,12
3197,2017-08-30,9
3198,2026-06-20,0
3199,2025-02-20,1
3200,2009-02-17,17
3201,2022-01-30,4
3202,2025-04-02,1
3203,2024-08-05,2
3204,2008-07-21,18
3205,2021-03-16,5
3206,2014-06-28,12
3207,2020-05-15,6
3208,2022-11-25,4
3209,2009-02-21,17
3210,2022-11-07,4
3211,2011-11-24,15
3212,2018-08-01,8
3213,2019-01-18,7
3214,2020-10-19,6
3215,2010-06-11,16
3216,2014-09-24,12
3217,2024-07-19,2
3218,2024-07-02,2
3219,2020-10-06,6
3220,2025-09-15,1
3221,2013-05-14,13
3222,2026-03-31,0
3223,2017-05-30,9
3224,2022-06-19,4
3225,2024-02-19,2
3226,2022-10-16,4
3227,2017-11-10,9
3228,2010-11-18,16
3229,2010-05-23,16
3230,2022-08-24,4
3231,2024-08-28,2
3232,2023-09-14,3
3233,2010-07-10,16
3234,2022-09-22,4
3235,2010-08-22,16
3236,2025-11-13,1
3237,2012-11-23,14
3238,2015-09-15,11
3239,2019-04-04,7
3240,2020-01-28,6
3241,2009-02-20,17
3242,2020-12-27,6
3243,2017-09-22,9
3244,2021-12-21,5
3245,2020-06-14,6
3246,2011-01-08,15
3247,2019-03-15,7
3248,2016-07-26,10
3249,2014-08-28,12
3250,2026-06-21,0
3251,2009-11-25,17
3252,2017-08-18,9
3253,2012-12-12,14
3254,2024-04-30,2
3255,2020-11-08,6
3256,2018-12-15,8
3257,2013-10-09,13
3258,2018-12-13,8
3259,2011-04-06,15
3260,2013-09-24,13
3261,2015-11-12,11
3262,2019-11-09,7
3263,2017-03-24,9
3264,2017-12-06,9
3265,2021-06-08,5
3266,2020-05-13,6
3267,2025-12-25,1
3268,2021-10-14,5
3269,2010-07-16,16
3270,2013-03-13,13
3271,2020-09-11,6
3272,2021-06-20,5
3273,2019-12-05,7
3274,2021-04-19,5
3275,2013-08-19,13
3276,2024-10-19,2
3277,2017-10-20,9
3278,2010-12-27,16
3279,2014-02-19,12
3280,2015-05-09,11
3281,2014-05-31,12
3282,2013-03-26,13
3283,2012-06-17,14
3284,2017-11-14,9
3285,2011-06-03,15
3286,2013-10-15,13
3287,2013-04-05,13
3288,2018-08-22,8
3289,2012-10-11,14
3290,2010-11-04,16
3291,2015-10-28,11
3292,2024-11-04,2
3293,2009-12-19,17
3294,2015-06-13,11
3295,2016-01-08,10
3296,2019-05-11,7
3297,2017-12-18,9
3298,2026-09-27,0
3299,2014-11-26,12
3300,2018-11-16,8
3301,2022-05-25,4
3302,2025-05-17,1
3303,2024-01-22,2
3304,2021-03-23,5
3305,2026-09-07,0
3306,2009-08-11,17
3307,2010-09-13,16
3308,2017-02-08,9
3309,2010-04-27,16
3310,2026-02-22,0
3311,2023-11-02,3
3312,2014-05-24,12
3313,2023-02-19,3
3314,2025-03-08,1
3315,2009-12-07,17
3316,2017-09-25,9
3317,2015-07-22,11
3318,2017-07-28,9
3319,2020-04-28,6
3320,2020-08-08,6
3321,2022-10-05,4
3322,2009-12-02,17
3323,2017-10-11,9
3324,2018-03-12,8
3325,2009-03-29,17
3326,2019-12-03,7
3327,2009-09-06,17
3328,2016-04-29,10
3329,2020-03-30,6
3330,2026-04-23,0
3331,2011-02-04,15
3332,2024-11-07,2
3333,2023-06-28,3
3334,2022-10-12,4
3335,2021-12-22,5
3336,2025-05-09,1
3337,2015-07-23,11
3338,2013-06-06,13
3339,2011-10-21,15
3340,2020-09-20,6
3341,2014-01-13,12
3342,2016-08-21,10
3343,2018-06-12,8
3344,2026-07-16,0
3345,2021-10-06,5
3346,2012-01-03,14
3347,2011-06-22,15
3348,2017-06-02,9
3349,2009-07-26,17
3350,2017-01-27,9
3351,2019-11-14,7
3352,2021-07-18,5
3353,2019-08-02,7
3354,2025-08-15,1
3355,2021-04-26,5
3356,2025-03-24,1
3357,2026-12-11,0
3358,2021-11-19,5
3359,2010-04-21,16
3360,2015-02-07,11
3361,2019-11-25,7
3362,2011-08-15,15
3363,2009-07-04,17
3364,2017-05-03,9
3365,2025-02-28,1
3366,2008-03-07,18
3367,2021-11-25,5
3368,2019-01-03,7
3369,2020-12-30,6
3370,2018-08-13,8
3371,2013-04-03,13
3372,2026-09-19,0
3373,2012-08-09,14
3374,2018-08-11,8
3375,2019-08-27,7
3376,2015-05-10,11
3377,2011-11-06,15
3378,2019-05-30,7
3379,2012-05-14,14
3380,2017-02-15,9
3381,2017-07-09,9
3382,2018-03-08,8
3383,2023-04-14,3
3384,2012-07-27,14
3385,2024-12-02,2
3386,2016-01-30,10
3387,2013-04-08,13
3388,2018-01-14,8
3389,2016-01-31,10
3390,2021-08-23,5
3391,2021-02-15,5
3392,2018-04-22,8
3393,2014-07-01,12
3394,2012-12-20,14
3395,2026-10-28,0
3396,2023-04-19,3
3397,2024-01-13,2
3398,2020-05-14,6
3399,2019-06-11,7
3400,2026-05-03,0
3401,2018-06-02,8
3402,2012-09-04,14
3403,2021-09-21,5
3404,2020-11-26,6
3405,2022-05-15,4
3406,2020-01-17,6
3407,2019-09-07,7
3408,2022-06-20,4
3409,2010-11-20,16
3410,2015-03-11,11
3411,2013-03-01,13
3412,2024-05-30,2
3413,2020-07-26,6
3414,2024-07-25,2
3415,2023-03-19,3
3416,2016-05-16,10
3417,2025-04-23,1
3418,2015-02-06,11
3419,2013-05-24,13
3420,2016-12-03,10
3421,2016-07-05,10
3422,2010-07-25,16
3423,2024-03-07,2
3424,2025-04-16,1
3425,2018-09-10,8
3426,2018-04-28,8
3427,2025-05-23,1
3428,2023-03-11,3
3429,2008-12-19,18
3430,2023-10-05,3
3431,2017-05-13,9
3432,2023-05-26,3
3433,2018-09-22,8
3434,2019-05-05,7
3435,2024-02-07,2
3436,2021-11-08,5
3437,2024-03-08,2
3438,2014-11-30,12
3439,2019-02-06,7
3440,2026-06-17,0
3441,2021-07-05,5
3442,2021-06-01,5
3443,2015-05-24,11
3444,2025-03-01,1
3445,2010-05-30,16
3446,2010-11-19,16
3447,2024-08-21,2
3448,2023-07-15,3
3449,2015-08-09,11
3450,2015-12-07,11
3451,2020-08-11,6
3452,2012-08-06,14
3453,2024-12-12,2
3454,2024-08-13,2
3455,2012-02-08,14
3456,2019-11-15,7
3457,2018-11-24,8
3458,2020-08-19,6
3459,2019-04-23,7
3460,2019-06-25,7
3461,2015-07-27,11
3462,2013-07-28,13
3463,2010-06-29,16
3464,2017-11-22,9
3465,2013-06-08,13
3466,2018-12-18,8
3467,2022-11-05,4
3468,2011-03-27,15
3469,2015-01-23,11
3470,2021-12-23,5
3471,2022-02-18,4
3472,2009-05-26,17
3473,2017-08-25,9
3474,2024-10-29,2
3475,2023-07-23,3
3476,2013-02-22,13
3477,2016-09-05,10
3478,2019-01-17,7
3479,2012-04-28,14
3480,2011-06-26,15
3481,2009-08-17,17
3482,2020-09-12,6
3483,2025-11-25,1
3484,2020-08-21,6
3485,2020-09-09,6
3486,2011-07-16,15
3487,2026-03-20,0
3488,2023-01-26,3
3489,2023-10-17,3
3490,2016-01-05,10
3491,2025-02-24,1
3492,2026-02-25,0
3493,2018-02-06,8
3494,2014-09-23,12
3495,2012-05-17,14
3496,2019-12-20,7
3497,2026-01-25,0
3498,2010-11-26,16
3499,2014-11-04,12
3500,2026-09-13,0
3501,2009-01-18,17
3502,2024-04-12,2
3503,2014-08-19,12
3504,2026-11-07,0
3505,2014-12-24,12
3506,2025-04-17,1
3507,2021-07-16,5
3508,2025-11-08,1
3509,2015-12-28,11
3510,2020-07-23,6
3511,2023-05-25,3
3512,2017-06-17,9
3513,2012-01-28,14
3514,2009-07-24,17
3515,2018-03-01,8
3516,2016-02-14,10
3517,2021-03-17,5
3518,2012-07-23,14
3519,2017-01-02,9
3520,2012-03-09,14
3521,2011-07-29,15
3522,2009-12-16,17
3523,2016-11-17,10
3524,2019-11-22,7
3525,2018-04-13,8
3526,2018-10-09,8
3527,2011-10-13,15
3528,2024-02-03,2
3529,2021-12-29,5
3530,2022-06-06,4
3531,2010-03-19,16
3532,2024-06-16,2
3533,2017-02-09,9
3534,2011-11-08,15
3535,2015-01-21,11
3536,2013-11-01,13
3537,2012-10-15,14
3538,2026-12-18,0
3539,2018-12-31,8
3540,2025-08-09,1
3541,2021-04-21,5
3542,2025-03-21,1
3543,2010-12-25,16
3544,2012-07-02,14
3545,2022-04-10,4
3546,2018-12-19,8
3547,2009-01-30,17
3548,2018-12-12,8
3549,2011-12-27,15
3550,2009-04-03,17
3551,2021-10-25,5
3552,2015-06-08,11
3553,2012-11-28,14
3554,2010-12-05,16
3555,2021-06-25,5
3556,2015-08-21,11
3557,2013-07-04,13
3558,2012-11-10,14
3559,2015-12-16,11
3560,2010-11-29,16
3561,2018-05-11,8
3562,2026-10-21,0
3563,2022-11-21,4
3564,2021-04-12,5
3565,2018-09-28,8
3566,2013-03-29,13
3567,2021-06-23,5
3568,2018-05-24,8
3569,2015-08-26,11
3570,2011-10-10,15
3571,2014-08-03,12
3572,2023-11-15,3
3573,2025-12-28,1
3574,2016-12-11,10
3575,2021-01-14,5
3576,2011-08-17,15
